Company Name,Symbol,ISIN Code,Macro Sector,Sector,Industry,Basic Industry,Category,Justification,Notes
IOL Chemicals,IOLCP,INE485C01029,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals,Red,"Manufactures drugs requiring mandatory pre-clinical animal toxicity studies (acute, chronic, reproductive, carcinogenicity) under CDSCO New Drugs & Clinical Trial Rules, 2019. Products commonly contain animal-derived excipients: gelatin capsule shells (bovine/porcine collagen), lactose (calf rennet), stearic acid (tallow), and glycerin (animal fat).",
Apollo Micro Sys,APOLLO,INE713T01028,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defence,Red,"Designs and manufactures electronic fuzes, mission-critical avionics and control systems for missiles, torpedoes, rockets and other munitions. Fuzing and guidance hardware made specifically for weapons is its core product. Weapons and military platforms are a harmful-product category under Section 8, so Red.",
A B Infrabuild,ABINFRA,INE00YB01025,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"Civil-construction contractor for roads, bridges, railways and allied infrastructure, with ready-mix-concrete operations. Construction uses inorganic materials (cement, steel, aggregates) with no animal-derived input, so Green.",
Bondada Engineer,BONDADA,INE0Q8P01029,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"EPC and O&M provider to the telecom and solar-energy sectors, with renewable energy (solar EPC and IPP) about 79% of revenue. An engineering and EPC business with inorganic inputs and no animal linkage, so Green.",
Ceigall India,CEIGALL,INE0AG901020,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"Infrastructure construction firm specialising in road and highway EPC and Hybrid Annuity Model projects for NHAI, MoRTH and state agencies. Road construction uses inorganic materials (bitumen, cement, steel, aggregates) with no animal-derived input, so Green.",
Enviro Infra Engineers,EIEL,INE0LLY01014,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"EPC player in water and wastewater treatment that designs and builds sewage- and effluent-treatment plants (STP and CETP) and water-supply projects, mainly for government bodies. An environmental-infrastructure business with inorganic inputs and no animal linkage, so Green.",
Garuda Construction,GARUDA,INE0JVO01026,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"Mumbai-based civil-construction firm providing end-to-end EPC (including MEP and O&M) for residential, commercial and infrastructure projects. Construction uses inorganic materials with no animal-derived input, so Green.",
GK Energy,GKENERGY,INE1AG301022,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering,Green,"India's largest pure-play EPC provider of solar-powered agricultural water-pump systems under the PM-KUSUM scheme, offering survey-to-commissioning solutions to farmers. A solar and renewable-energy business with inorganic inputs and no animal linkage, so Green.",
Advait Energy,ADVAIT,INE0ALI01010,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufactures electrical cables, transformers, and components. Uses copper, aluminium, PVC, and rubber insulation. No animal testing or animal-derived inputs in core manufacturing process.",
Diamond Power,DIACABS,INE989C01038,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm,Green,"Manufactures electrical cables, transformers, and components. Uses copper, aluminium, PVC, and rubber insulation. No animal testing or animal-derived inputs in core manufacturing process.",
Siemens Ener.Ind,ENRIN,INE1NPP01017,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,Green,"Power-generation and grid-technology business demerged from Siemens — gas/steam turbines, generators, transmission and electrification equipment. Power-infrastructure capital goods with no animal-derived inputs and no direct animal harm. Green.",
Ajax Engineering,AJAXENGG,INE274Y01021,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures construction equipment — self-loading concrete mixers, batching plants and concrete-handling machinery — from steel and mechanical components, animal-neutral materials. General-purpose equipment whose end-use is tertiary. Green, consistent with construction-vehicle makers (BEML, ACE) and the construction sector.",
Eimco Elecon(I),EIMCOELECO,INE158B01016,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,Green,"Manufactures mining and construction machinery and material-handling equipment from steel and mechanical components — animal-neutral materials. General-purpose equipment whose end-use is tertiary. Green, consistent with construction-vehicle makers.",
Ador Welding,ADOR,INE045A01017,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures welding consumables, welding equipment and cutting systems. Metal and synthetic industrial products with no animal-derived input, so Green.",
DEE Development,DEEDEV,INE841L01016,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures process piping systems and engineered piping for oil and gas, refineries, power and chemicals. Fabricated metal products with no animal-derived input, so Green.",
HLE Glascoat,HLEGLAS,INE461D01028,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures glass-lined and stainless-steel reactors, filtration and drying equipment for pharma and specialty chemicals. Fabricated process equipment with no animal-derived input, so Green.",
HMT,HMT,INE262A01018,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"State-owned engineering company making machine tools, tractors and precision components, with a legacy watch business. These are general-purpose capital and farm equipment with no animal-derived input, so Green.",
Oswal Pumps,OSWALPUMPS,INE0BYP01024,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,Green,"Manufactures solar and electric water pumps, submersible and monoblock pumps and motors, largely for agricultural irrigation (including the PM-KUSUM scheme). Engineered metal and electrical products with no animal-derived input, so Green.",
A-1,A1L,INE911Z01025,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo,Orange,Operates trading and distribution business handling diverse products including animal-derived items. Distribution networks enable supply of animal products to markets.,
Bluspring Enter.,BLUSPRING,INE0U4101014,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services,Green,"Provides diversified support services (facility management, security, staffing). Operations do not directly involve animal harm.",
Eco Recycling,ECORECO,INE316A01038,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser,Green,"A leading e-waste recycler - collection and environmentally sound recycling of electronic waste and recovery of materials. An inorganic/electronic waste stream with no animal-derived inputs, so Green.",
Alldigi Tech,ALLDIGI,INE835G01018,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,Green,Provides data processing and outsourced services. Technology services do not involve animal testing or animal-derived inputs.,
International Gemmological,IGIL,INE0Q9301021,Industrials,Commercial & Professional Serv,Professional Services,Research & Consulting Services,Green,"International Gemmological Institute (India) — independent certification, grading and authentication of diamonds, coloured stones and jewellery, plus gemology education. Diamonds, gold and gemstones are animal-neutral, and grading is a neutral analytical/testing service with no animal-derived product or input. Green",
Allied Digital,ADSL,INE102I01027,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Genesys Intl.,GENESYS,INE727B01026,Information Technology,Software & Services,IT Services,IT Consulting & Other Services,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Aurionpro Sol.,AURIONPRO,INE132H01018,Information Technology,Software & Services,Software,Application Software,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Innovana Think.,INNOVANA,INE403Y01018,Information Technology,Software & Services,Software,Application Software,Green,"Provides generic IT consulting, technology services, and software solutions with a diverse client base across industries. No material involvement in animal harm.",
Agarwal Industries,AGARIND,INE204E01012,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Manufactures bitumen, petroleum products and mineral-oil specialties - petroleum-derived with no material animal input, so Green",
Amines & Plast.,AMNPLST,INE275D01022,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Manufactures ethanolamines, other amines and plasticizers from petrochemical feedstock - synthetic, no material animal input, so Green",
Apcotex Industri,APCOTEXIND,INE116A01032,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Manufactures synthetic latex (nitrile and styrene-butadiene latex) and synthetic rubber from petrochemical monomers - synthetic polymers with no animal-derived input, so Green",
Andhra Sugars,ANDHRSUGAR,INE715B01021,Materials,Materials,Chemicals,Commodity Chemicals,Green,"Operates sugar, chlor-alkali (caustic soda/potash), industrial-chemicals and propellant segments. Sugar uses standard sulphitation (no bone char) and chlor-alkali is inorganic - no material animal-derived input, so Green",
Bharat Rasayan,BHARATRAS,INE838B01021,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,Red,"Manufactures technical-grade pesticides and intermediates including insecticides. Its insecticides are designed to kill insects, a direct animal-harm activity, so Red",
Excel Industries,EXCELINDUS,INE369A01029,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,Red,"Manufactures agrochemical intermediates and crop-protection chemicals including insecticides, alongside environmental and specialty chemicals. Its insecticide line is designed to kill insects, a direct animal-harm activity, so Red.",
Heranba Inds,HERANBA,INE694N01015,Materials,Materials,Chemicals,Fertilizers & Agricultural Che,Red,"Manufactures synthetic-pyrethroid technicals, intermediates and formulations - principally insecticides. These are designed to kill insects, a direct animal-harm activity, so Red",
